source,destination,distance_km,days,transport,hotel_type,people,season,trip_type,group_type,travel_cost,hotel_cost,food_cost,total_cost,budget_category
Chennai,Delhi,1081,2,bus,2-star,3,off,long,solo,2379,1624,1891,5672,low
Bangalore,Goa,504,7,bus,2-star,5,normal,long,family,1974,16381,12368,29569,low
Mumbai,Chennai,1765,6,flight,5-star,3,normal,short,solo,12026,59722,21671,139924,high
Bangalore,Goa,1485,7,train,5-star,3,normal,short,solo,4918,73703,25163,122024,high
Chennai,Delhi,231,7,train,3-star,3,off,long,couple,688,21796,10424,38714,low
Chennai,Pune,1519,3,flight,4-star,1,normal,long,couple,3319,7020,2591,19364,high
Hyderabad,Chennai,1382,7,bus,5-star,2,off,short,couple,1959,32464,14961,47564,medium
Kolkata,Pune,1868,2,bus,5-star,2,normal,long,family,3042,5862,4759,13165,medium
Hyderabad,Kolkata,548,4,bus,3-star,2,peak,medium,family,969,6754,4835,12083,low
Chennai,Jaipur,1185,1,train,3-star,3,normal,short,solo,3877,4112,1614,11299,medium
Kolkata,Mumbai,570,6,bus,5-star,3,peak,short,family,1455,66435,23581,88073,medium
Chennai,Pune,437,1,train,3-star,5,normal,short,family,2366,6063,2760,13165,medium
Bangalore,Kolkata,1208,7,train,5-star,2,normal,medium,family,2635,35308,17019,64728,medium
Hyderabad,Goa,1209,3,bus,3-star,5,peak,short,solo,5371,13180,9326,26827,low
Bangalore,Chennai,1045,6,bus,2-star,2,off,long,solo,1480,3957,3740,8847,low
Delhi,Hyderabad,785,3,flight,2-star,5,off,long,couple,7766,4877,4707,25989,low
Kolkata,Pune,1913,4,train,5-star,1,off,short,couple,1903,15895,4413,26156,high
Pune,Hyderabad,1144,1,flight,3-star,3,peak,short,family,8295,4473,1824,21851,high
Delhi,Jaipur,697,6,flight,2-star,2,off,short,solo,2779,4084,3805,15972,low
Mumbai,Jaipur,1790,7,train,4-star,4,peak,medium,couple,8747,47121,26257,96577,medium
Jaipur,Bangalore,1595,3,flight,3-star,4,peak,long,solo,15603,8788,7416,47615,medium
Hyderabad,Chennai,1508,3,flight,5-star,1,normal,long,family,3283,12324,3597,28739,high
Hyderabad,Pune,1387,1,bus,4-star,1,peak,short,family,1194,3857,925,5756,high
Chennai,Jaipur,640,5,bus,2-star,3,peak,short,solo,1710,7842,5736,14727,low
Goa,Kolkata,1075,4,train,4-star,4,peak,medium,family,5055,22943,14416,49986,medium
Kolkata,Delhi,1210,3,train,2-star,4,off,medium,couple,4677,3276,3824,13863,low
Delhi,Pune,251,2,flight,3-star,5,off,short,solo,2500,5321,4946,19131,low
Chennai,Goa,1308,6,train,3-star,4,off,medium,family,5179,17687,12147,41213,low
Hyderabad,Delhi,1073,6,flight,2-star,4,peak,medium,family,10523,9867,9243,44378,low
Hyderabad,Chennai,1625,3,flight,4-star,3,normal,long,family,10758,13571,7621,47902,high
Jaipur,Pune,575,1,bus,2-star,2,off,medium,family,819,797,627,2160,low
Goa,Jaipur,1932,7,train,4-star,3,peak,short,family,7202,46644,19466,86252,medium
Kochi,Chennai,831,7,train,3-star,3,off,long,solo,2489,22053,10539,41242,low
Jaipur,Delhi,299,7,bus,3-star,3,off,medium,couple,646,21390,10503,31340,low
Hyderabad,Chennai,1684,2,bus,5-star,1,normal,short,family,1355,6080,2422,9485,medium
Chennai,Kochi,1523,6,train,2-star,1,off,medium,solo,1531,4017,1927,8795,low
Chennai,Delhi,105,1,bus,5-star,5,peak,short,couple,463,20416,6531,26361,high
Jaipur,Pune,599,4,bus,4-star,4,peak,long,solo,2163,23168,14813,38659,medium
Kochi,Kolkata,902,2,flight,5-star,1,off,long,couple,1772,5374,2173,13962,high
Hyderabad,Mumbai,1615,6,train,4-star,4,off,long,solo,6445,31228,18353,65959,medium
Kochi,Delhi,412,1,flight,4-star,3,off,medium,family,2525,6463,2310,16898,high
Bangalore,Kolkata,1634,3,bus,5-star,1,normal,medium,family,1307,12021,3633,16329,high
Bangalore,Jaipur,303,1,flight,3-star,5,peak,short,solo,3610,6574,2949,19688,medium
Goa,Kolkata,487,1,train,5-star,4,off,short,family,1940,10904,4288,20157,high
Jaipur,Goa,1862,6,train,4-star,4,peak,long,couple,9224,37792,21947,81244,medium
Chennai,Kochi,646,2,train,2-star,3,normal,short,solo,2138,1828,2153,7195,low
Pune,Delhi,994,5,train,2-star,2,off,long,family,1954,3292,3148,9876,low
Delhi,Kolkata,473,1,train,5-star,1,peak,medium,solo,570,6687,1332,10101,high
Goa,Delhi,1844,4,bus,3-star,3,normal,medium,couple,4320,12265,6736,22438,low
Chennai,Goa,915,1,bus,5-star,3,off,short,family,1957,10864,3264,15485,high
Kochi,Delhi,554,1,bus,5-star,2,peak,long,solo,978,6545,2613,9765,medium
Kolkata,Pune,1813,1,bus,5-star,4,normal,short,couple,5799,12211,4839,21987,high
Jaipur,Hyderabad,1591,1,train,5-star,2,off,long,family,3132,5462,2067,12551,high
Mumbai,Chennai,1718,1,train,4-star,1,off,short,solo,1730,3067,760,6545,high
Bangalore,Pune,1364,1,bus,4-star,5,normal,short,solo,5364,10296,4324,19258,medium
Goa,Hyderabad,1690,1,train,5-star,5,normal,medium,solo,9229,18093,5995,39211,high
Delhi,Kolkata,626,2,train,4-star,3,off,long,solo,1872,6307,4501,14929,medium
Mumbai,Chennai,1642,2,train,5-star,1,peak,medium,solo,2016,6551,2578,13123,high
Chennai,Kolkata,1261,5,train,3-star,4,normal,long,family,5512,16360,11140,38819,low
Hyderabad,Chennai,1871,3,train,4-star,4,off,long,family,7370,12533,9135,34189,medium
Goa,Jaipur,896,1,train,4-star,3,normal,long,solo,3048,7040,2566,14881,medium
Jaipur,Kolkata,1607,4,bus,3-star,2,off,long,couple,2349,5419,3944,11276,low
Delhi,Chennai,160,2,bus,5-star,5,normal,long,family,638,17980,11993,29479,medium
Jaipur,Chennai,114,6,bus,3-star,5,off,short,family,414,27021,15013,40865,low
Kolkata,Chennai,163,4,train,2-star,5,normal,medium,family,895,8109,6790,18604,low
Jaipur,Kolkata,588,6,flight,2-star,4,off,short,family,4720,8142,7673,30739,low
Mumbai,Hyderabad,1394,4,bus,4-star,4,normal,short,solo,4267,21657,13571,38006,medium
Jaipur,Goa,921,6,bus,2-star,2,normal,long,couple,1498,4429,4238,9789,low
Pune,Jaipur,498,4,bus,3-star,3,peak,long,solo,1293,13076,7468,21024,low
Bangalore,Delhi,1596,4,flight,3-star,3,off,medium,solo,9453,10835,6017,39396,medium
Chennai,Pune,1801,1,train,3-star,2,peak,medium,couple,4390,2204,1216,9188,medium
Kolkata,Goa,821,6,flight,2-star,5,off,short,family,8420,12139,9478,44963,low
Hyderabad,Pune,1971,3,flight,4-star,1,peak,long,solo,4844,7827,2854,23231,high
Kochi,Hyderabad,1709,7,train,4-star,1,peak,long,couple,2087,22703,6705,37085,high
Kolkata,Hyderabad,855,2,bus,5-star,2,off,long,solo,1210,5424,4271,10503,medium
Delhi,Bangalore,1671,3,train,5-star,5,off,short,couple,8263,32559,16278,67189,medium
Pune,Goa,1684,7,flight,5-star,3,peak,short,family,12303,81117,27908,181535,high
Kolkata,Goa,1363,2,flight,4-star,4,off,short,family,10755,6391,6229,35000,medium
Mumbai,Chennai,967,4,bus,5-star,4,off,long,couple,2733,32690,17461,50900,medium
Hyderabad,Delhi,1329,3,flight,2-star,3,normal,medium,couple,8732,3674,3142,23287,medium
Hyderabad,Delhi,1061,5,train,4-star,4,normal,medium,family,4677,27927,17003,58391,medium
Kolkata,Jaipur,175,3,flight,2-star,2,peak,long,solo,833,1937,2365,7691,low
Jaipur,Hyderabad,251,4,train,3-star,5,off,long,solo,1226,15959,9580,31545,low
Jaipur,Bangalore,199,3,flight,4-star,2,off,medium,solo,780,6174,4703,17463,medium
Mumbai,Chennai,812,6,train,5-star,1,off,medium,solo,816,26721,6698,40297,high
Mumbai,Kolkata,496,3,train,2-star,4,off,short,family,1993,3224,3638,10431,low
Delhi,Hyderabad,1847,5,train,2-star,3,peak,short,family,6935,7754,5632,23922,low
Kolkata,Delhi,1092,2,flight,4-star,3,off,long,solo,6585,6530,4685,26622,medium
Chennai,Jaipur,632,2,train,4-star,3,peak,long,solo,2313,7768,5681,18539,medium
Delhi,Pune,1321,1,flight,4-star,3,normal,short,family,8817,7029,2553,27547,high
Delhi,Kochi,1268,4,train,3-star,2,normal,long,couple,2786,5932,4381,15424,low
Jaipur,Goa,876,1,bus,5-star,3,off,medium,couple,1844,10784,3191,15240,high
Delhi,Pune,1752,6,flight,5-star,1,normal,long,family,3790,30080,7350,61730,high
Jaipur,Delhi,323,3,train,4-star,2,peak,short,solo,792,7518,5526,16304,medium
Jaipur,Mumbai,287,1,bus,4-star,3,off,long,couple,628,6207,2287,8790,medium
Jaipur,Pune,380,7,bus,3-star,1,peak,medium,family,337,13008,4241,16946,medium
Goa,Kolkata,697,6,bus,3-star,4,off,short,family,1967,17837,11936,30574,low
Jaipur,Bangalore,1110,3,train,4-star,2,off,medium,family,2145,6341,4588,15389,medium
Jaipur,Pune,1134,6,train,2-star,3,off,medium,couple,3395,8127,5786,20357,low
Kochi,Chennai,1596,4,train,3-star,5,off,short,family,7915,16095,9918,39938,low
Goa,Pune,1207,4,flight,2-star,1,peak,long,family,2944,2972,1540,11166,medium
Pune,Chennai,1025,5,flight,2-star,2,peak,medium,solo,4908,3920,3768,18884,low
Goa,Hyderabad,1303,2,bus,4-star,1,peak,medium,family,1176,3778,1850,6555,medium
Delhi,Mumbai,1876,6,bus,3-star,4,off,long,couple,5344,18241,11827,34092,low
Mumbai,Kolkata,568,4,flight,3-star,4,normal,short,couple,5091,11878,8836,38654,medium
Kolkata,Kochi,1955,4,bus,3-star,1,normal,short,solo,1544,6193,2160,9522,medium
Kolkata,Jaipur,1604,5,bus,5-star,5,normal,short,couple,6445,72684,30186,105213,medium
Kolkata,Chennai,230,5,train,2-star,5,peak,medium,couple,1387,11856,9631,26923,low
Delhi,Hyderabad,544,1,bus,2-star,5,off,long,couple,1954,2465,1627,5816,low
Chennai,Jaipur,1359,6,train,5-star,4,peak,long,family,6522,64643,31638,121111,high
Goa,Mumbai,911,7,train,4-star,5,normal,medium,couple,5204,62240,30481,115244,medium
Goa,Kolkata,752,7,flight,2-star,5,off,short,solo,7632,14458,11119,49730,low
Hyderabad,Chennai,1311,2,train,3-star,5,off,long,solo,6647,5369,4934,19940,low
Jaipur,Chennai,141,7,bus,3-star,3,off,medium,family,301,21271,10293,30712,low
Bangalore,Goa,1058,4,flight,2-star,5,off,medium,solo,10281,7293,6227,35679,low
Hyderabad,Kolkata,498,2,bus,4-star,1,normal,long,solo,399,3418,1708,5324,medium
Delhi,Hyderabad,540,4,train,3-star,5,peak,short,solo,3307,19207,12167,40856,medium
Chennai,Mumbai,406,1,flight,2-star,2,normal,medium,couple,1819,883,717,5118,medium
Pune,Kochi,1363,2,train,2-star,5,peak,long,family,8297,2938,3846,17748,low
Bangalore,Pune,888,6,flight,3-star,3,off,medium,couple,5318,18020,8982,48400,medium
Goa,Hyderabad,822,6,flight,5-star,4,normal,long,solo,7133,60152,28189,143074,high
Goa,Hyderabad,489,1,train,5-star,3,peak,medium,couple,1772,13021,3916,22037,high
Kolkata,Jaipur,818,3,flight,2-star,3,off,long,couple,4949,3293,2860,16613,low
Delhi,Bangalore,1903,4,train,4-star,1,normal,medium,family,2059,10450,3461,18797,medium
Hyderabad,Kochi,493,6,flight,2-star,5,peak,short,family,5977,15366,11618,49316,low
Kochi,Jaipur,901,3,train,4-star,3,off,long,solo,2683,12541,6898,26040,medium
Hyderabad,Mumbai,956,5,flight,5-star,3,normal,medium,family,6295,48509,18258,109372,high
Goa,Jaipur,1478,3,train,4-star,4,normal,short,family,6426,13720,9919,35435,medium
Kolkata,Mumbai,1922,5,flight,4-star,2,peak,long,solo,9373,15145,9048,50328,high
Chennai,Jaipur,1320,2,bus,3-star,3,off,medium,couple,2867,3734,2969,9206,low
Pune,Delhi,1897,3,train,2-star,4,normal,long,couple,8451,3604,4193,19115,low
Pune,Goa,1549,4,flight,2-star,2,off,long,family,6218,2419,2530,16718,medium
Goa,Bangalore,1831,6,flight,2-star,4,normal,medium,family,16190,8909,8524,50355,medium
Kochi,Kolkata,580,1,train,5-star,5,off,short,couple,2863,16016,5443,28637,high
Jaipur,Pune,537,2,flight,5-star,4,normal,long,family,4661,12005,9598,39348,medium
Kolkata,Pune,150,1,bus,4-star,1,normal,long,family,121,3524,849,4325,medium
Mumbai,Hyderabad,1791,1,train,3-star,2,normal,medium,family,3988,2041,1109,8393,medium
Chennai,Delhi,1032,5,train,5-star,3,normal,medium,family,3406,47055,17712,80334,high
Mumbai,Bangalore,1212,2,flight,5-star,5,peak,short,family,14598,19618,13162,70999,high
Mumbai,Jaipur,1260,2,bus,5-star,2,normal,long,family,2017,6047,4794,12379,medium
Mumbai,Kochi,351,3,flight,3-star,2,normal,short,couple,1555,4003,3202,13130,medium
Mumbai,Jaipur,1448,1,bus,4-star,3,off,short,family,3083,6286,2253,11197,medium
Jaipur,Kochi,983,4,bus,5-star,4,peak,long,solo,3491,40509,21506,62998,medium
Chennai,Goa,1421,7,train,5-star,2,peak,long,solo,3427,40485,18521,73412,high
Chennai,Goa,668,4,bus,2-star,4,off,medium,solo,1914,4815,5017,11315,low
Bangalore,Goa,1777,3,bus,3-star,5,normal,long,solo,7066,12030,8269,26352,low
Kochi,Mumbai,901,2,train,2-star,2,peak,long,couple,2180,996,1567,5579,low
Delhi,Kochi,1600,4,flight,5-star,4,off,short,couple,12852,31678,16618,91716,high
Pune,Mumbai,1045,7,train,3-star,2,normal,long,family,2331,11753,7674,25626,low
Hyderabad,Delhi,299,2,bus,5-star,5,normal,medium,solo,1175,17513,12097,29671,medium
Hyderabad,Delhi,1554,4,train,2-star,5,normal,medium,couple,8644,8029,6727,27560,low
Kolkata,Chennai,1668,2,train,3-star,1,normal,long,family,1819,2011,1075,5775,medium
Goa,Chennai,1994,7,bus,3-star,2,normal,short,couple,3199,11997,7766,22107,low
Hyderabad,Delhi,1528,3,train,3-star,3,peak,medium,solo,5556,8671,5542,23269,medium
Pune,Kochi,797,7,bus,3-star,2,peak,long,solo,1399,13194,8351,22103,low
Mumbai,Pune,1935,3,bus,5-star,3,peak,long,solo,5074,26049,11849,41408,medium
Kochi,Chennai,1842,4,bus,4-star,1,peak,short,family,1662,11312,3649,16025,medium
Kolkata,Bangalore,1721,7,train,3-star,2,peak,medium,couple,4256,13158,8384,30366,medium
Jaipur,Chennai,838,3,bus,4-star,5,peak,long,family,3744,22890,14409,39509,medium
Chennai,Jaipur,1973,5,bus,4-star,3,peak,medium,solo,5261,30574,14478,48433,medium
Delhi,Jaipur,914,7,train,2-star,1,off,medium,couple,896,4914,2214,9439,low
Pune,Hyderabad,1774,4,bus,2-star,1,normal,medium,family,1446,2763,1400,5395,low
Kolkata,Goa,523,3,bus,3-star,3,peak,short,couple,1365,8860,5389,15036,low
Pune,Chennai,888,2,train,2-star,1,normal,medium,family,1006,901,696,3061,low
Jaipur,Goa,1573,2,bus,5-star,2,peak,medium,solo,2776,6466,5203,13923,medium
Bangalore,Kochi,1963,3,train,2-star,2,off,long,couple,3956,1604,1860,8730,low
Pune,Kolkata,917,1,train,2-star,4,normal,long,solo,4067,1832,1415,8602,medium
Kolkata,Chennai,1102,2,train,5-star,1,normal,short,solo,1230,5931,2348,11199,high
Mumbai,Hyderabad,988,1,flight,2-star,3,normal,long,solo,6667,1791,1046,14222,medium
Bangalore,Jaipur,541,1,train,5-star,5,normal,long,family,3034,18150,6041,32024,high
Pune,Hyderabad,1644,1,train,5-star,5,normal,medium,solo,9335,17826,6083,39111,high
Kochi,Goa,1618,1,train,3-star,1,off,short,solo,1603,1807,506,4606,medium
Kochi,Pune,1556,4,train,5-star,3,peak,short,solo,5691,39919,16094,72578,high
Hyderabad,Mumbai,1305,7,flight,4-star,2,peak,medium,couple,6281,22809,12884,62928,medium
Kolkata,Bangalore,317,5,bus,4-star,4,peak,long,solo,1082,31749,18390,49287,medium
Pune,Delhi,1212,3,train,2-star,2,normal,medium,couple,2657,1792,2109,7718,low
Pune,Bangalore,155,1,bus,5-star,5,normal,long,couple,627,18232,5947,23876,medium
Kochi,Mumbai,372,1,bus,3-star,4,off,long,family,1068,3615,1972,6408,low
Pune,Chennai,1154,7,bus,3-star,4,peak,medium,family,4160,26594,17126,46078,low
Mumbai,Chennai,1035,6,flight,4-star,4,peak,medium,couple,10118,39177,22500,107466,medium
Jaipur,Delhi,1950,2,bus,5-star,2,off,medium,couple,2753,5432,4277,12004,medium
Hyderabad,Goa,1344,3,bus,2-star,2,off,long,couple,1920,1634,1925,5274,low
Goa,Hyderabad,383,5,train,2-star,3,peak,long,family,1390,7956,5922,17955,low
Goa,Mumbai,664,5,bus,3-star,1,off,long,family,479,7480,2495,10047,medium
Goa,Kochi,1141,2,flight,5-star,2,off,short,couple,4399,5461,4344,21280,high
Chennai,Pune,715,2,bus,4-star,3,normal,medium,family,1749,7070,5089,13387,medium
Mumbai,Pune,255,6,bus,5-star,3,normal,short,family,600,59811,21324,78740,medium
Bangalore,Chennai,311,3,flight,4-star,1,off,medium,couple,610,6355,2352,13945,medium
Hyderabad,Jaipur,1006,1,bus,5-star,5,off,medium,solo,3643,15909,5436,24077,medium
Goa,Hyderabad,1994,6,flight,4-star,3,off,long,family,12056,31211,13742,85409,medium
Delhi,Mumbai,1104,7,train,4-star,4,normal,short,family,4858,41505,24031,82874,medium
Pune,Bangalore,1420,1,bus,4-star,4,peak,long,couple,4989,7748,3690,15819,medium
Bangalore,Jaipur,1682,7,bus,5-star,5,off,short,solo,6015,98253,37588,136556,medium
Bangalore,Pune,868,1,flight,3-star,3,peak,long,family,6464,4373,1821,18947,high
Mumbai,Chennai,1155,5,flight,5-star,5,normal,short,family,12882,70468,29207,168820,high
Pune,Hyderabad,445,5,bus,3-star,4,peak,short,couple,1530,17933,11999,30285,low
Mumbai,Goa,949,6,bus,2-star,4,normal,long,solo,3153,8923,8423,19736,low
Kolkata,Chennai,1428,4,train,4-star,1,normal,medium,couple,1607,10815,3505,18709,medium
Hyderabad,Jaipur,1646,3,flight,4-star,2,normal,long,couple,7373,7107,5145,29369,medium
Kochi,Kolkata,916,7,train,4-star,5,normal,long,solo,5096,62479,29384,114184,medium
Delhi,Jaipur,1478,5,train,5-star,2,normal,short,couple,3251,23938,11918,46039,medium
Goa,Jaipur,1639,2,train,4-star,3,peak,short,family,6011,7810,5617,22864,medium
Pune,Delhi,1061,2,flight,2-star,3,peak,medium,couple,7873,1946,2303,18145,medium
Jaipur,Kolkata,1128,2,train,5-star,3,off,medium,couple,3314,10497,6471,23898,medium
Hyderabad,Mumbai,200,6,flight,3-star,1,normal,long,couple,439,10227,3331,20941,medium
Bangalore,Chennai,1009,5,bus,4-star,5,peak,medium,couple,4371,47484,23803,72755,medium
Jaipur,Pune,1890,1,bus,2-star,5,off,short,couple,6863,2421,1552,10432,medium
Bangalore,Jaipur,199,7,flight,5-star,4,off,medium,couple,1567,65858,31094,147394,high
Kochi,Hyderabad,1128,3,flight,5-star,3,normal,long,family,7617,23824,10618,63022,high
Chennai,Kolkata,284,7,bus,3-star,5,off,short,family,1024,31540,17408,48171,low
Hyderabad,Delhi,184,4,bus,2-star,2,normal,short,solo,293,2681,2733,5500,low
Jaipur,Delhi,1153,1,bus,2-star,4,normal,long,couple,3718,1785,1375,6624,low
Delhi,Hyderabad,597,4,train,2-star,1,off,long,couple,565,2428,1293,5043,low
Hyderabad,Delhi,1389,3,flight,2-star,5,off,long,family,14093,4826,4682,35327,medium
Kolkata,Jaipur,1511,6,flight,2-star,2,normal,short,solo,6695,4432,4219,22988,low
Kochi,Hyderabad,1817,7,flight,2-star,2,normal,short,family,8086,5499,4892,27659,low
Kolkata,Chennai,1231,4,flight,2-star,2,off,medium,couple,4859,2397,2488,14603,low
Chennai,Mumbai,259,1,bus,3-star,2,off,long,family,371,1809,1003,3063,low
Bangalore,Pune,1015,6,bus,2-star,1,normal,long,couple,802,4600,2091,7209,low
Goa,Kolkata,844,6,bus,5-star,1,normal,medium,family,674,29663,6938,35933,high
Goa,Jaipur,1696,3,flight,4-star,3,peak,medium,family,12476,15570,8379,54534,high
Goa,Kochi,1235,2,bus,3-star,2,off,short,family,1780,1813,1933,5323,low
Kochi,Pune,355,1,bus,5-star,1,normal,medium,family,281,6071,1177,7246,high
Delhi,Chennai,431,3,bus,2-star,3,peak,medium,solo,1142,3879,3489,8198,low
Mumbai,Kochi,280,1,bus,2-star,1,off,short,family,201,790,320,1262,low
Goa,Hyderabad,1960,5,bus,3-star,3,off,short,solo,4186,14224,7447,24912,low
Bangalore,Mumbai,1800,7,train,5-star,5,off,short,family,9063,95718,37834,167956,medium
Mumbai,Kolkata,228,5,flight,5-star,2,off,short,family,908,21824,10828,50247,high
Hyderabad,Pune,1674,1,bus,4-star,5,normal,medium,couple,6659,10369,4255,20505,medium
Bangalore,Chennai,1941,1,train,2-star,2,off,long,family,3781,774,634,6113,medium
Delhi,Kochi,1770,5,bus,2-star,1,off,short,couple,1291,3125,1551,5753,low
Bangalore,Jaipur,1067,2,flight,4-star,4,peak,short,solo,10424,7937,7482,38679,medium
Chennai,Goa,387,4,bus,2-star,5,peak,short,couple,1684,8885,7858,17737,low
Hyderabad,Bangalore,717,4,train,2-star,1,normal,long,family,781,2667,1389,5696,low
Bangalore,Kolkata,432,5,flight,2-star,5,peak,short,couple,5152,11901,9859,40296,low
Delhi,Pune,964,5,flight,5-star,3,normal,long,couple,6393,47818,17921,108075,high
Goa,Kochi,1673,6,flight,5-star,2,off,short,family,6469,27357,12944,70042,high
Kochi,Jaipur,920,2,bus,5-star,3,off,medium,family,1981,11317,6509,19039,medium
Kochi,Kolkata,1786,5,flight,5-star,3,peak,medium,family,12820,52462,20141,127976,high
Goa,Pune,772,2,flight,2-star,5,normal,medium,couple,8506,2641,3548,22012,medium
Pune,Jaipur,1802,4,bus,3-star,5,normal,medium,solo,7135,18505,11178,35416,low
Mumbai,Chennai,1318,1,train,3-star,2,off,short,family,2592,1834,991,6373,medium
Mumbai,Delhi,1531,6,bus,4-star,3,peak,short,solo,4093,38779,16616,57279,medium
Hyderabad,Jaipur,1157,7,train,3-star,2,normal,long,couple,2520,12185,7661,26315,low
Kolkata,Mumbai,647,7,flight,5-star,4,off,medium,family,5093,63871,30432,148969,high
Kochi,Jaipur,1781,5,bus,5-star,4,peak,short,solo,6463,51954,26409,81727,medium
Goa,Jaipur,680,6,train,5-star,1,peak,short,solo,840,32960,7973,49163,high
Goa,Chennai,669,1,bus,2-star,1,off,long,couple,474,815,314,1543,low
Delhi,Bangalore,519,4,flight,3-star,4,peak,medium,couple,5098,13435,10056,42758,medium
Chennai,Jaipur,430,3,bus,2-star,4,off,medium,family,1249,3255,3791,7985,low
Bangalore,Mumbai,712,7,bus,4-star,1,peak,medium,couple,623,23217,6515,29226,medium
Delhi,Jaipur,659,5,train,4-star,5,normal,short,family,3633,42830,20929,79280,medium
Hyderabad,Mumbai,1682,6,train,2-star,4,peak,long,solo,8280,10095,9223,32457,low
Hyderabad,Mumbai,993,2,flight,5-star,1,normal,medium,solo,2115,5945,2446,15744,high
Kolkata,Kochi,1482,4,flight,3-star,1,normal,long,solo,3259,5910,2183,17015,medium
Goa,Kolkata,1061,5,flight,4-star,4,off,short,family,8509,25406,15245,73616,medium
Hyderabad,Delhi,558,4,flight,2-star,3,normal,medium,couple,3662,5368,4141,19740,low
